id_transacao,id_cliente_origem,id_cliente_destino,data_transacao,valor,canal,cidade_transacao,cidade_origem,flag_suspeita,flag_fraude_confirmada,mes
TX06000072,C061,EXT967,2025-06-05 20:30:56,522.6,PIX,Londrina,Londrina,0,0,junho
TX06000073,C023,EXT503,2025-06-23 04:55:57,719.25,PIX,Astorga,Londrina,0,0,junho
TX06000074,C016,EXT176,2025-06-10 00:58:02,351.32,PIX,Londrina,Londrina,0,0,junho
TX06000075,C003,EXT797,2025-06-20 10:12:15,2356.46,DOC,Londrina,Londrina,0,0,junho
TX06000076,C014,C020,2025-06-16 10:51:08,459.62,PIX,Londrina,Londrina,0,0,junho
TX06000077,C007,EXT907,2025-06-11 12:37:33,716.22,TED,Ibiporã,Londrina,0,0,junho
TX06000078,C056,EXT924,2025-06-26 14:35:37,462.73,PIX,Ortigueira,Londrina,0,0,junho
TX06000079,C033,EXT644,2025-06-26 07:15:30,151.93,TED,Londrina,Londrina,0,0,junho
TX06000080,C147,EXT369,2025-06-15 11:37:19,1119.66,DOC,Bandeirantes,Bandeirantes,0,0,junho
TX06000081,C005,EXT806,2025-06-02 20:50:33,1062.94,PIX,Londrina,Londrina,0,0,junho
TX06000082,C048,EXT391,2025-06-04 17:49:40,419.3,PIX,Londrina,Londrina,0,0,junho
TX06000083,C108,EXT621,2025-06-25 14:09:52,38.28,PIX,Astorga,Astorga,0,0,junho
TX06000084,C001,EXT427,2025-06-05 12:30:56,3312.73,DOC,Londrina,Londrina,0,0,junho
TX06000085,C081,EXT106,2025-06-11 11:29:28,527.22,TED,Londrina,Londrina,0,0,junho
TX06000086,C109,EXT547,2025-06-18 11:24:35,928.59,PIX,Jataizinho,Arapongas,0,0,junho
TX06000087,C027,EXT631,2025-06-11 23:11:06,186.23,PIX,Bandeirantes,Londrina,0,0,junho
TX06000088,C135,EXT991,2025-06-14 15:17:21,347.09,Cartão Débito,Telêmaco Borba,Telêmaco Borba,0,0,junho
TX06000089,C148,EXT737,2025-06-21 02:00:36,685.65,DOC,Ortigueira,Ortigueira,0,0,junho
TX06000090,C100,EXT466,2025-06-29 07:21:14,991.31,PIX,Londrina,Londrina,0,0,junho
TX06000091,C009,EXT777,2025-06-20 14:51:38,2309.09,PIX,Cornélio Procópio,Londrina,0,0,junho
TX06000092,C094,EXT088,2025-06-11 02:36:41,411.69,PIX,Londrina,Londrina,0,0,junho
TX06000093,C107,EXT799,2025-06-22 08:48:38,2464.82,PIX,Cornélio Procópio,Cornélio Procópio,0,0,junho
TX06000094,C126,EXT914,2025-06-21 21:10:21,735.97,PIX,Ibiporã,Ibiporã,0,0,junho
TX06000095,C116,EXT771,2025-06-27 05:04:06,680.19,PIX,Assaí,Assaí,0,0,junho
TX06000096,C071,EXT142,2025-06-29 21:37:49,605.84,Cartão Débito,Londrina,Londrina,0,0,junho
TX06000097,C137,EXT220,2025-06-29 14:50:39,2607.74,TED,Astorga,Astorga,0,0,junho
TX06000098,C096,EXT616,2025-06-16 02:05:50,346.85,DOC,Londrina,Londrina,0,0,junho
TX06000099,C053,EXT709,2025-06-30 03:20:03,2336.95,PIX,Londrina,Londrina,0,0,junho
TX06000100,C015,EXT672,2025-06-03 14:06:04,111.99,PIX,Londrina,Londrina,0,0,junho
TX06000101,C043,EXT974,2025-06-11 07:16:05,3730.09,PIX,Londrina,Londrina,0,0,junho
TX06000102,C126,EXT246,2025-06-08 08:48:51,839.04,TED,Jataizinho,Ibiporã,0,0,junho
TX06000103,C018,EXT187,2025-06-22 17:14:16,8180.63,PIX,Ibiporã,Londrina,0,0,junho
TX06000104,C045,EXT248,2025-06-19 20:20:36,1123.59,PIX,Londrina,Londrina,0,0,junho
TX06000105,C030,EXT149,2025-06-21 12:52:55,150.13,DOC,Londrina,Londrina,0,0,junho
TX06000106,C003,EXT109,2025-06-10 18:44:48,75.39,PIX,Londrina,Londrina,0,0,junho
TX06000107,C138,EXT979,2025-06-20 17:32:28,257.94,TED,Cornélio Procópio,Ibiporã,0,0,junho
TX06000108,C085,EXT349,2025-06-18 07:14:25,656.05,PIX,Londrina,Londrina,0,0,junho
TX06000109,C140,EXT579,2025-06-22 17:28:16,1650.14,PIX,Ortigueira,Ortigueira,0,0,junho
TX06000110,C073,EXT912,2025-06-06 11:14:21,0.86,PIX,Assaí,Londrina,0,0,junho
TX06000111,C087,EXT679,2025-06-23 00:18:39,357.03,PIX,Londrina,Londrina,0,0,junho
TX06000112,C125,EXT844,2025-06-12 06:42:51,1062.83,PIX,Jataizinho,Jataizinho,0,0,junho
TX06000113,C044,EXT658,2025-06-25 02:47:16,424.39,PIX,Telêmaco Borba,Londrina,0,0,junho
TX06000114,C017,EXT982,2025-06-25 15:33:25,529.83,PIX,Londrina,Londrina,0,0,junho
TX06000115,C121,EXT926,2025-06-29 00:47:41,429.32,Cartão Débito,Assaí,Assaí,0,0,junho
TX06000116,C010,EXT302,2025-06-21 07:36:55,3673.81,PIX,Londrina,Londrina,0,0,junho
TX06000117,C146,EXT367,2025-06-07 10:29:16,81.72,PIX,Assaí,Assaí,0,0,junho
TX06000118,C044,C034,2025-06-14 21:39:43,2856.8,PIX,Londrina,Londrina,0,0,junho
TX06000119,C135,EXT522,2025-06-22 17:48:18,468.52,PIX,Telêmaco Borba,Telêmaco Borba,0,0,junho
TX06000120,C011,EXT937,2025-06-12 08:32:13,339.71,TED,Londrina,Londrina,0,0,junho
TX06000121,C065,EXT981,2025-06-09 02:46:40,2577.45,PIX,Londrina,Londrina,0,0,junho
TX06000122,C011,EXT522,2025-06-24 21:41:45,406.07,Cartão Débito,Londrina,Londrina,0,0,junho
TX06000123,C009,EXT568,2025-06-20 07:45:35,5256.85,TED,Rolândia,Londrina,1,1,junho
TX06000124,C017,EXT749,2025-06-10 04:44:07,953.12,PIX,Londrina,Londrina,0,0,junho
TX06000125,C136,EXT026,2025-06-05 08:03:52,776.37,TED,Cornélio Procópio,Cornélio Procópio,0,0,junho
TX06000126,C036,C001,2025-06-04 18:16:36,4500.25,TED,Londrina,Londrina,0,0,junho
TX06000127,C046,EXT553,2025-06-26 19:55:00,308.61,PIX,Londrina,Londrina,0,0,junho
TX06000128,C095,EXT266,2025-06-09 08:22:55,2875.87,PIX,Londrina,Londrina,0,0,junho
TX06000129,C061,EXT777,2025-06-28 18:43:01,1074.39,PIX,Londrina,Londrina,0,0,junho
TX06000130,C080,EXT344,2025-06-05 21:13:22,1687.64,DOC,Londrina,Londrina,0,0,junho
TX06000131,C015,EXT082,2025-06-27 13:38:56,1046.83,PIX,Londrina,Londrina,0,0,junho
TX06000132,C132,EXT964,2025-06-22 16:12:54,1156.84,Cartão Débito,Rolândia,Rolândia,0,0,junho
TX06000133,C069,EXT898,2025-06-23 05:47:05,201.99,Cartão Débito,Londrina,Londrina,0,0,junho
TX06000134,C126,EXT054,2025-06-26 17:14:23,197.37,Boleto,Cambé,Ibiporã,0,0,junho
TX06000135,C089,EXT756,2025-06-27 04:09:28,607.32,DOC,Londrina,Londrina,0,0,junho
TX06000136,C002,EXT149,2025-06-09 22:10:56,510.29,Boleto,Londrina,Londrina,0,0,junho
TX06000137,C123,EXT598,2025-06-19 14:05:41,1494.01,PIX,Ortigueira,Ortigueira,0,0,junho
TX06000138,C005,EXT081,2025-06-14 02:25:06,1539.45,PIX,Londrina,Londrina,0,0,junho
TX06000139,C015,EXT553,2025-06-18 13:42:36,995.56,Boleto,Maringá,Londrina,0,0,junho
TX06000140,C052,EXT863,2025-06-05 18:31:18,617.02,PIX,Telêmaco Borba,Londrina,0,0,junho
TX06000141,C130,EXT642,2025-06-30 07:34:20,1355.42,Cartão Débito,Rolândia,Rolândia,0,0,junho
TX06000142,C040,EXT086,2025-06-29 04:56:57,1395.19,PIX,Londrina,Londrina,0,0,junho
TX06000143,C087,EXT742,2025-06-06 03:15:48,1987.22,DOC,Londrina,Londrina,0,0,junho
TX06000144,C041,EXT858,2025-06-12 02:32:56,2003.86,TED,Uraí,Londrina,0,0,junho
TX06000145,C106,EXT578,2025-06-15 21:07:21,86.53,Boleto,Maringá,Maringá,0,0,junho
TX06000146,C148,EXT915,2025-06-11 05:29:37,562.18,TED,Ortigueira,Ortigueira,0,0,junho
TX06000147,C111,EXT627,2025-06-02 13:42:26,653.53,PIX,Ortigueira,Ortigueira,0,0,junho
TX06000148,C009,EXT083,2025-06-04 05:39:26,2252.19,TED,Londrina,Londrina,0,0,junho
TX06000149,C061,EXT012,2025-06-21 04:09:38,836.12,TED,Londrina,Londrina,0,0,junho
TX06000150,C078,C145,2025-06-14 01:07:55,805.21,Boleto,Londrina,Londrina,0,0,junho
TX06000151,C135,EXT890,2025-06-24 06:10:57,968.31,DOC,Telêmaco Borba,Telêmaco Borba,0,0,junho
TX06000152,C123,EXT806,2025-06-06 14:53:21,163.28,Cartão Débito,Bandeirantes,Ortigueira,0,0,junho
TX06000153,C036,EXT178,2025-06-20 05:47:03,999.71,PIX,Londrina,Londrina,0,0,junho
TX06000154,C010,EXT766,2025-06-18 03:29:11,962.34,PIX,Londrina,Londrina,0,0,junho
TX06000155,C003,EXT272,2025-06-14 01:22:51,1684.99,PIX,Londrina,Londrina,0,0,junho
TX06000156,C093,EXT802,2025-06-12 00:59:14,1206.65,PIX,Londrina,Londrina,0,0,junho
TX06000157,C036,EXT985,2025-06-20 17:59:54,3722.11,TED,Londrina,Londrina,0,0,junho
TX06000158,C004,EXT533,2025-06-30 06:14:58,100.19,Boleto,Londrina,Londrina,0,0,junho
TX06000159,C032,EXT844,2025-06-13 20:53:21,1772.26,PIX,Telêmaco Borba,Londrina,0,0,junho
TX06000160,C005,EXT610,2025-06-24 12:36:04,1670.79,Cartão Débito,Londrina,Londrina,0,0,junho
TX06000161,C081,EXT322,2025-06-18 11:54:22,376.58,Boleto,Londrina,Londrina,0,0,junho
TX06000162,C139,EXT086,2025-06-28 03:28:43,1438.98,PIX,Maringá,Maringá,0,0,junho
TX06000163,C074,EXT205,2025-06-13 20:59:35,1292.18,PIX,Londrina,Londrina,0,0,junho
TX06000164,C016,EXT564,2025-06-18 17:23:50,425.79,PIX,Londrina,Londrina,0,0,junho
TX06000165,C118,EXT029,2025-06-01 16:19:49,1543.88,PIX,Apucarana,Apucarana,0,0,junho
TX06000166,C006,C131,2025-06-14 22:42:06,3202.35,DOC,Londrina,Londrina,0,0,junho
TX06000167,C018,EXT837,2025-06-28 19:32:47,436.99,PIX,Londrina,Londrina,0,0,junho
TX06000168,C058,EXT949,2025-06-09 09:59:51,4699.4,TED,Londrina,Londrina,0,0,junho
TX06000169,C073,EXT998,2025-06-06 06:43:00,304.77,PIX,Londrina,Londrina,0,0,junho
TX06000170,C018,EXT028,2025-06-18 07:57:15,173.53,PIX,Londrina,Londrina,0,0,junho
TX06000171,C038,EXT937,2025-06-16 16:01:30,96.22,PIX,Londrina,Londrina,0,0,junho
TX06000172,C124,EXT973,2025-06-21 06:03:53,288.47,Boleto,Rolândia,Assaí,0,0,junho
TX06000173,C120,EXT114,2025-06-05 17:40:55,503.19,PIX,Apucarana,Cambé,0,0,junho
TX06000174,C117,EXT555,2025-06-16 10:55:50,1585.33,DOC,Apucarana,Apucarana,0,0,junho
TX06000175,C130,EXT541,2025-06-17 06:48:52,89.68,PIX,Assaí,Rolândia,0,0,junho
TX06000176,C100,EXT359,2025-06-05 12:06:58,849.34,DOC,Londrina,Londrina,0,0,junho
TX06000177,C099,EXT031,2025-06-14 19:35:12,877.62,PIX,Londrina,Londrina,0,0,junho
TX06000178,C142,EXT798,2025-06-24 21:58:30,310.44,PIX,Arapongas,Arapongas,0,0,junho
TX06000179,C101,EXT374,2025-06-29 06:14:09,55.83,Cartão Débito,Londrina,Londrina,0,0,junho
TX06000180,C079,EXT602,2025-06-07 14:47:43,306.06,PIX,Londrina,Londrina,0,0,junho
TX06000181,C080,EXT664,2025-06-16 04:15:08,314.24,TED,Londrina,Londrina,0,0,junho
TX06000182,C069,EXT364,2025-06-03 13:32:25,1397.79,PIX,Londrina,Londrina,0,0,junho
TX06000183,C109,EXT523,2025-06-23 15:33:28,319.54,Cartão Débito,Arapongas,Arapongas,0,0,junho
TX06000184,C112,EXT737,2025-06-24 20:21:54,499.1,TED,Uraí,Uraí,0,0,junho
TX06000185,C119,EXT341,2025-06-11 03:03:38,58.31,PIX,Rolândia,Rolândia,0,0,junho
TX06000186,C133,EXT520,2025-06-01 17:48:20,1173.63,TED,Ortigueira,Ortigueira,0,0,junho
TX06000187,C036,EXT167,2025-06-28 03:05:27,771.27,TED,Apucarana,Londrina,0,0,junho
TX06000188,C146,EXT383,2025-06-21 06:45:20,507.69,PIX,Assaí,Assaí,0,0,junho
TX06000189,C117,EXT903,2025-06-07 16:15:32,1456.34,PIX,Apucarana,Apucarana,0,0,junho
TX06000190,C107,EXT831,2025-06-27 01:50:30,1375.3,Cartão Débito,Cornélio Procópio,Cornélio Procópio,0,0,junho
TX06000191,C088,EXT090,2025-06-19 11:05:29,476.83,PIX,Londrina,Londrina,0,0,junho
TX06000192,C041,EXT536,2025-06-30 18:11:12,1483.0,Cartão Débito,Ibiporã,Londrina,0,0,junho
TX06000193,C123,EXT475,2025-06-21 01:57:51,513.64,TED,Ortigueira,Ortigueira,0,0,junho
TX06000194,C136,EXT335,2025-06-23 19:52:07,301.23,PIX,Cornélio Procópio,Cornélio Procópio,0,0,junho
TX06000195,C095,EXT628,2025-06-27 18:59:03,1526.83,PIX,Londrina,Londrina,0,0,junho
TX06000196,C080,EXT047,2025-06-27 12:30:40,1562.46,DOC,Londrina,Londrina,0,0,junho
TX06000197,C140,C134,2025-06-26 03:24:48,2409.81,Cartão Débito,Ortigueira,Ortigueira,0,0,junho
TX06000198,C098,EXT273,2025-06-06 02:18:18,834.04,Cartão Débito,Londrina,Londrina,0,0,junho
TX06000199,C140,EXT772,2025-06-13 07:22:48,317.35,TED,Ortigueira,Ortigueira,0,0,junho
TX06000200,C017,EXT277,2025-06-20 15:18:21,2176.05,PIX,Londrina,Londrina,0,0,junho
TX06000201,C113,EXT290,2025-06-30 23:12:35,230.36,TED,Ibiporã,Ibiporã,0,0,junho
TX06000202,C133,EXT120,2025-06-07 18:32:04,3348.68,TED,Ortigueira,Ortigueira,0,0,junho
TX06000203,C061,EXT052,2025-06-04 23:53:11,439.47,TED,Londrina,Londrina,0,0,junho
TX06000204,C106,EXT306,2025-06-11 13:09:51,22.73,Cartão Débito,Maringá,Maringá,0,0,junho
TX06000205,C124,EXT921,2025-06-07 04:42:39,248.08,DOC,Assaí,Assaí,0,0,junho
TX06000206,C147,EXT764,2025-06-13 08:37:21,642.95,Cartão Débito,Bandeirantes,Bandeirantes,0,0,junho
TX06000207,C100,EXT234,2025-06-09 02:30:23,68.12,PIX,Londrina,Londrina,0,0,junho
TX06000208,C010,EXT679,2025-06-14 20:56:52,632.19,Boleto,Londrina,Londrina,0,0,junho
TX06000209,C109,C081,2025-06-04 19:31:14,272.1,Boleto,Arapongas,Arapongas,0,0,junho
TX06000210,C102,EXT724,2025-06-05 16:43:06,22.96,Cartão Débito,Londrina,Londrina,0,0,junho
TX06000211,C054,EXT686,2025-06-05 08:57:47,426.31,PIX,Londrina,Londrina,0,0,junho
TX06000212,C128,EXT635,2025-06-19 21:04:31,307.89,DOC,Bandeirantes,Bandeirantes,0,0,junho
TX06000213,C087,EXT677,2025-06-05 06:41:03,653.18,PIX,Londrina,Londrina,0,0,junho
TX06000214,C037,EXT990,2025-06-24 11:48:40,1707.63,PIX,Londrina,Londrina,0,0,junho
TX06000215,C042,EXT260,2025-06-18 18:13:27,855.47,PIX,Londrina,Londrina,0,0,junho
TX06000216,C130,C029,2025-06-22 10:52:27,1753.56,Boleto,Rolândia,Rolândia,0,0,junho
TX06000217,C109,EXT524,2025-06-30 15:21:41,492.6,TED,Telêmaco Borba,Arapongas,0,0,junho
TX06000218,C015,EXT481,2025-06-13 02:15:04,15.93,TED,Arapongas,Londrina,0,0,junho
TX06000219,C067,EXT003,2025-06-09 18:25:51,3063.92,PIX,Londrina,Londrina,0,0,junho
TX06000220,C142,EXT277,2025-06-25 19:20:53,453.5,PIX,Jataizinho,Arapongas,0,0,junho
TX06000221,C035,C086,2025-06-20 19:26:06,898.08,PIX,Londrina,Londrina,0,0,junho
TX06000222,C119,EXT885,2025-06-22 13:07:07,760.08,Cartão Débito,Rolândia,Rolândia,0,0,junho
TX06000223,C115,EXT286,2025-06-28 04:38:52,1049.85,DOC,Assaí,Assaí,0,0,junho
TX06000224,C111,EXT826,2025-06-11 13:30:52,2595.01,PIX,Ortigueira,Ortigueira,0,0,junho
TX06000225,C148,EXT893,2025-06-15 02:31:34,2423.1,Boleto,Ortigueira,Ortigueira,0,0,junho
TX06000226,C131,EXT460,2025-06-15 11:12:56,4757.89,PIX,Assaí,Maringá,0,0,junho
TX06000227,C041,EXT002,2025-06-17 08:40:25,901.87,TED,Londrina,Londrina,0,0,junho
TX06000228,C085,EXT849,2025-06-18 10:30:47,3068.42,PIX,Londrina,Londrina,0,0,junho
TX06000229,C135,EXT749,2025-06-26 22:24:53,790.38,PIX,Ortigueira,Telêmaco Borba,0,0,junho
TX06000230,C125,EXT441,2025-06-01 06:18:20,54.5,PIX,Jataizinho,Jataizinho,0,0,junho
TX06000231,C103,EXT397,2025-06-12 16:28:28,189.66,PIX,Londrina,Londrina,0,0,junho
TX06000232,C050,EXT245,2025-06-14 06:00:09,487.73,PIX,Cornélio Procópio,Londrina,0,0,junho
TX06000233,C119,EXT918,2025-06-26 09:16:15,1551.18,TED,Maringá,Rolândia,0,0,junho
TX06000234,C056,EXT681,2025-06-06 21:18:49,101.85,TED,Londrina,Londrina,0,0,junho
TX06000235,C051,EXT414,2025-06-08 07:33:15,538.46,DOC,Londrina,Londrina,0,0,junho
TX06000236,C141,EXT670,2025-06-20 14:24:02,4845.17,PIX,Jataizinho,Bandeirantes,0,0,junho
TX06000237,C023,C073,2025-06-20 05:55:37,1848.34,PIX,Londrina,Londrina,0,0,junho
TX06000238,C114,EXT010,2025-06-21 02:43:52,1018.35,PIX,Telêmaco Borba,Telêmaco Borba,0,0,junho
TX06000239,C085,EXT835,2025-06-22 03:25:09,76.51,Boleto,Londrina,Londrina,0,0,junho
TX06000240,C124,EXT669,2025-06-07 16:46:34,17.67,DOC,Assaí,Assaí,0,0,junho
TX06000241,C004,EXT880,2025-06-06 18:33:56,133.45,PIX,Maringá,Londrina,0,0,junho
TX06000242,C137,EXT524,2025-06-04 08:22:17,475.44,TED,Astorga,Astorga,0,0,junho
TX06000243,C028,EXT745,2025-06-27 15:03:44,1118.88,Cartão Débito,Londrina,Londrina,0,0,junho
TX06000244,C097,EXT483,2025-06-15 04:52:16,264.0,PIX,Londrina,Londrina,0,0,junho
TX06000245,C084,C143,2025-06-01 22:48:01,63.01,Boleto,Londrina,Londrina,0,0,junho
TX06000246,C114,EXT490,2025-06-30 03:07:33,114.29,TED,Telêmaco Borba,Telêmaco Borba,0,0,junho
TX06000247,C039,EXT145,2025-06-07 21:29:42,667.81,PIX,Londrina,Londrina,0,0,junho
TX06000248,C013,EXT892,2025-06-12 00:56:13,1780.04,TED,Londrina,Londrina,0,0,junho
TX06000249,C015,C044,2025-06-20 20:51:51,2065.03,PIX,Londrina,Londrina,0,0,junho
TX06000250,C016,EXT821,2025-06-09 20:33:47,412.77,TED,Londrina,Londrina,0,0,junho
TX06000251,C012,C148,2025-06-21 16:04:10,1306.77,Boleto,Londrina,Londrina,0,0,junho
TX06000252,C045,EXT784,2025-06-24 21:25:58,598.5,PIX,Londrina,Londrina,0,0,junho
TX06000253,C020,EXT109,2025-06-03 07:01:49,4312.84,TED,Londrina,Londrina,0,0,junho
TX06000254,C103,EXT796,2025-06-03 10:54:52,622.95,PIX,Londrina,Londrina,0,0,junho
TX06000255,C127,C120,2025-06-16 11:54:04,604.83,TED,Cornélio Procópio,Cornélio Procópio,0,0,junho
TX06000256,C042,EXT422,2025-06-10 13:31:03,835.54,DOC,Londrina,Londrina,0,0,junho
