id_transacao,id_cliente_origem,id_cliente_destino,data_transacao,valor,canal,cidade_transacao,cidade_origem,flag_suspeita,flag_fraude_confirmada,mes
TX05000026,C054,EXT973,2025-05-06 18:20:56,1101.48,Cartão Débito,Astorga,Londrina,0,0,maio
TX05000027,C090,EXT619,2025-05-07 18:00:38,1245.95,PIX,Londrina,Londrina,0,0,maio
TX05000028,C028,EXT426,2025-05-16 05:09:19,336.45,PIX,Londrina,Londrina,0,0,maio
TX05000029,C093,C055,2025-05-23 15:46:27,3317.09,PIX,Londrina,Londrina,0,0,maio
TX05000030,C094,C123,2025-05-01 20:20:05,56.48,Cartão Débito,Londrina,Londrina,0,0,maio
TX05000031,C006,EXT715,2025-05-06 01:06:30,2667.52,PIX,Londrina,Londrina,0,0,maio
TX05000032,C075,C118,2025-05-23 02:34:06,577.32,Boleto,Rolândia,Londrina,0,0,maio
TX05000033,C001,EXT858,2025-05-13 14:36:50,1501.76,PIX,Londrina,Londrina,0,0,maio
TX05000034,C006,EXT217,2025-05-25 02:15:45,1265.11,PIX,Londrina,Londrina,0,0,maio
TX05000035,C019,EXT130,2025-05-07 18:38:47,221.06,Boleto,Londrina,Londrina,0,0,maio
TX05000036,C083,EXT093,2025-05-19 01:17:25,461.03,PIX,Londrina,Londrina,0,0,maio
TX05000037,C058,C037,2025-05-23 10:05:31,905.19,PIX,Londrina,Londrina,0,0,maio
TX05000038,C012,EXT742,2025-05-01 22:53:55,2248.95,PIX,Londrina,Londrina,0,0,maio
TX05000039,C138,EXT807,2025-05-25 09:25:26,3717.59,PIX,Cambé,Ibiporã,0,0,maio
TX05000041,C109,EXT383,2025-05-03 14:20:20,521.67,PIX,Arapongas,Arapongas,0,0,maio
TX05000042,C027,EXT602,2025-05-13 00:13:00,1323.66,TED,Londrina,Londrina,0,0,maio
TX05000043,C139,EXT145,2025-05-05 23:46:24,900.24,PIX,Jataizinho,Maringá,0,0,maio
TX05000044,C091,EXT692,2025-05-15 02:58:52,3438.11,PIX,Londrina,Londrina,0,0,maio
TX05000045,C071,EXT757,2025-05-04 18:04:02,20.54,TED,Londrina,Londrina,0,0,maio
TX05000046,C003,C109,2025-05-29 13:41:58,690.95,TED,Londrina,Londrina,0,0,maio
TX05000047,C079,EXT964,2025-05-01 11:21:50,1326.05,Boleto,Londrina,Londrina,0,0,maio
TX05000048,C142,EXT955,2025-05-09 21:49:44,294.44,PIX,Arapongas,Arapongas,0,0,maio
TX05000049,C082,EXT067,2025-05-13 09:29:56,1552.99,TED,Londrina,Londrina,0,0,maio
TX05000050,C110,EXT034,2025-05-05 10:58:42,101.66,Boleto,Cambé,Jataizinho,0,0,maio
TX05000051,C029,EXT570,2025-05-21 20:57:31,719.67,PIX,Astorga,Londrina,0,0,maio
TX05000052,C007,EXT697,2025-05-05 21:11:17,1353.28,DOC,Londrina,Londrina,0,0,maio
TX05000053,C111,EXT696,2025-05-31 15:17:00,372.33,PIX,Ortigueira,Ortigueira,0,0,maio
TX05000054,C122,EXT921,2025-05-11 08:39:34,92.06,PIX,Assaí,Assaí,0,0,maio
TX05000055,C064,EXT586,2025-05-07 22:43:30,3776.47,TED,Londrina,Londrina,0,0,maio
TX05000057,C052,EXT310,2025-05-26 19:12:41,3130.44,DOC,Londrina,Londrina,0,0,maio
TX05000058,C022,EXT999,2025-05-24 14:23:21,4607.78,PIX,Londrina,Londrina,0,0,maio
TX05000059,C085,EXT055,2025-05-13 19:33:27,245.04,PIX,Londrina,Londrina,0,0,maio
TX05000060,C008,EXT813,2025-05-01 04:06:01,206.05,TED,Londrina,Londrina,0,0,maio
TX05000061,C079,EXT213,2025-05-17 04:41:25,41.78,PIX,Londrina,Londrina,0,0,maio
TX05000062,C112,EXT056,2025-05-28 19:26:03,2668.78,PIX,Telêmaco Borba,Uraí,0,0,maio
TX05000064,C125,EXT604,2025-05-15 04:32:17,1203.73,Boleto,Jataizinho,Jataizinho,0,0,maio
TX05000065,C123,C029,2025-05-16 15:15:00,3151.92,PIX,Ortigueira,Ortigueira,0,0,maio
TX05000066,C103,EXT711,2025-05-30 02:59:37,1027.02,PIX,Londrina,Londrina,0,0,maio
TX05000067,C005,EXT620,2025-05-16 23:28:19,166.74,PIX,Telêmaco Borba,Londrina,0,0,maio
TX05000068,C136,EXT235,2025-05-11 21:40:34,233.56,PIX,Cornélio Procópio,Cornélio Procópio,0,0,maio
TX05000069,C022,EXT675,2025-05-03 15:24:26,170.13,TED,Maringá,Londrina,0,0,maio
TX05000070,C054,EXT720,2025-05-15 20:00:44,441.21,TED,Londrina,Londrina,0,0,maio
TX05000072,C113,EXT752,2025-05-01 04:00:54,1912.51,PIX,Ibiporã,Ibiporã,0,0,maio
TX05000073,C084,C141,2025-05-04 23:46:20,254.72,PIX,Londrina,Londrina,0,0,maio
TX05000074,C078,C130,2025-05-28 05:57:08,1550.78,Boleto,Londrina,Londrina,0,0,maio
TX05000075,C133,EXT423,2025-05-25 09:04:30,810.91,TED,Ortigueira,Ortigueira,0,0,maio
TX05000076,C006,EXT481,2025-05-28 18:09:44,9583.6,PIX,Londrina,Londrina,0,0,maio
TX05000077,C083,C030,2025-05-12 06:52:53,1798.46,DOC,Londrina,Londrina,0,0,maio
TX05000078,C030,EXT659,2025-05-03 15:18:43,4166.7,PIX,Rolândia,Londrina,0,0,maio
TX05000079,C075,EXT494,2025-05-24 10:05:57,502.9,PIX,Londrina,Londrina,0,0,maio
TX05000080,C034,EXT469,2025-05-17 01:09:36,157.57,PIX,Londrina,Londrina,0,0,maio
TX05000081,C115,EXT262,2025-05-14 10:16:24,846.01,PIX,Assaí,Assaí,0,0,maio
TX05000082,C090,EXT015,2025-05-14 14:50:04,159.2,Cartão Débito,Londrina,Londrina,0,0,maio
TX05000083,C106,EXT104,2025-05-30 20:48:58,813.8,PIX,Maringá,Maringá,0,0,maio
TX05000084,C138,C043,2025-05-09 02:39:13,377.56,DOC,Ibiporã,Ibiporã,0,0,maio
TX05000085,C085,EXT319,2025-05-24 01:00:42,810.48,PIX,Londrina,Londrina,0,0,maio
TX05000086,C084,C121,2025-05-06 10:23:55,3586.18,PIX,Maringá,Londrina,0,0,maio
TX05000087,C089,EXT223,2025-05-17 15:20:19,409.36,PIX,Londrina,Londrina,0,0,maio
TX05000088,C051,EXT862,2025-05-19 01:02:10,6031.03,PIX,Londrina,Londrina,0,0,maio
TX05000089,C083,C094,2025-05-25 00:00:36,312.59,PIX,Londrina,Londrina,0,0,maio
TX05000090,C045,EXT309,2025-05-17 06:02:58,280.0,PIX,Londrina,Londrina,0,0,maio
TX05000091,C003,EXT759,2025-05-17 12:49:26,944.39,DOC,Uraí,Londrina,0,0,maio
TX05000092,C126,EXT491,2025-05-12 09:31:29,2214.53,PIX,Ibiporã,Ibiporã,0,0,maio
TX05000093,C092,EXT291,2025-05-27 18:13:48,1661.17,Boleto,Londrina,Londrina,0,0,maio
TX05000094,C138,EXT249,2025-05-02 01:39:39,1542.81,PIX,Ortigueira,Ibiporã,0,0,maio
TX05000095,C033,EXT470,2025-05-13 03:43:09,398.6,DOC,Londrina,Londrina,0,0,maio
TX05000096,C139,EXT123,2025-05-05 07:22:14,27.33,Boleto,Maringá,Maringá,0,0,maio
TX05000097,C131,EXT501,2025-05-31 00:43:04,211.72,TED,Maringá,Maringá,0,0,maio
TX05000098,C019,EXT108,2025-05-28 19:29:01,515.97,PIX,Londrina,Londrina,0,0,maio
TX05000099,C027,EXT706,2025-05-01 07:32:46,4277.18,Cartão Débito,Londrina,Londrina,0,0,maio
TX05000100,C093,EXT548,2025-05-25 19:27:24,3027.54,TED,Londrina,Londrina,0,0,maio
TX05000101,C016,EXT491,2025-05-13 18:55:43,268.74,TED,Apucarana,Londrina,0,0,maio
TX05000102,C040,EXT064,2025-05-02 17:03:57,1551.9,PIX,Londrina,Londrina,0,0,maio
TX05000103,C005,EXT150,2025-05-25 08:04:06,1038.19,PIX,Londrina,Londrina,0,0,maio
TX05000104,C008,EXT554,2025-05-04 09:24:14,61.35,PIX,Londrina,Londrina,0,0,maio
TX05000105,C107,EXT083,2025-05-20 13:42:42,557.7,TED,Cornélio Procópio,Cornélio Procópio,0,0,maio
TX05000106,C128,EXT890,2025-05-05 14:55:53,798.81,PIX,Bandeirantes,Bandeirantes,0,0,maio
TX05000107,C084,EXT365,2025-05-31 04:23:49,1321.61,DOC,Londrina,Londrina,0,0,maio
TX05000108,C046,EXT668,2025-05-21 14:24:43,419.31,TED,Londrina,Londrina,0,0,maio
TX05000109,C143,C036,2025-05-18 21:06:55,3258.43,Boleto,Arapongas,Arapongas,0,0,maio
TX05000110,C056,EXT691,2025-05-13 17:21:04,721.51,TED,Londrina,Londrina,0,0,maio
TX05000111,C150,EXT258,2025-05-03 02:19:47,342.87,Boleto,Ibiporã,Ibiporã,0,0,maio
TX05000112,C053,EXT429,2025-05-14 07:22:38,456.51,TED,Londrina,Londrina,0,0,maio
TX05000113,C106,EXT231,2025-05-10 05:54:07,1672.64,PIX,Maringá,Maringá,0,0,maio
TX05000114,C068,EXT091,2025-05-13 22:46:38,1226.93,PIX,Londrina,Londrina,0,0,maio
TX05000115,C054,C081,2025-05-15 12:44:45,1626.58,DOC,Londrina,Londrina,0,0,maio
TX05000116,C011,C026,2025-05-11 08:41:58,414.95,TED,Londrina,Londrina,0,0,maio
TX05000117,C075,EXT451,2025-05-14 20:50:48,474.94,DOC,Maringá,Londrina,0,0,maio
TX05000118,C083,EXT092,2025-05-20 12:21:40,606.45,PIX,Londrina,Londrina,0,0,maio
TX05000119,C058,EXT440,2025-05-28 23:48:19,250.78,DOC,Apucarana,Londrina,0,0,maio
TX05000120,C148,EXT630,2025-05-10 05:25:01,1409.47,PIX,Ortigueira,Ortigueira,0,0,maio
TX05000121,C015,C052,2025-05-16 11:44:28,479.41,PIX,Londrina,Londrina,0,0,maio
TX05000122,C105,EXT536,2025-05-19 00:08:41,473.85,TED,Londrina,Londrina,0,0,maio
TX05000123,C127,EXT947,2025-05-31 16:17:48,376.61,PIX,Cornélio Procópio,Cornélio Procópio,0,0,maio
TX05000124,C075,EXT371,2025-05-25 21:01:32,723.59,PIX,Londrina,Londrina,0,0,maio
TX05000125,C090,EXT725,2025-05-23 06:24:43,1773.97,PIX,Londrina,Londrina,0,0,maio
TX05000126,C053,EXT324,2025-05-22 22:24:07,2166.61,PIX,Londrina,Londrina,0,0,maio
TX05000127,C092,EXT762,2025-05-26 05:59:21,1958.68,PIX,Jataizinho,Londrina,0,0,maio
TX05000129,C012,EXT036,2025-05-11 06:21:02,394.92,Boleto,Londrina,Londrina,0,0,maio
TX05000130,C057,EXT065,2025-05-03 12:45:51,1592.98,PIX,Londrina,Londrina,0,0,maio
TX05000131,C005,EXT826,2025-05-16 10:38:55,48.19,TED,Londrina,Londrina,0,0,maio
TX05000132,C057,EXT379,2025-05-09 19:09:53,1920.29,PIX,Londrina,Londrina,0,0,maio
TX05000133,C125,EXT618,2025-05-31 00:06:52,1818.2,Cartão Débito,Jataizinho,Jataizinho,0,0,maio
TX05000134,C012,EXT554,2025-05-15 20:56:07,1330.4,Boleto,Londrina,Londrina,0,0,maio
TX05000135,C047,EXT403,2025-05-03 05:08:34,123.67,PIX,Londrina,Londrina,0,0,maio
TX05000136,C110,EXT215,2025-05-06 19:11:39,7115.92,PIX,Jataizinho,Jataizinho,0,0,maio
TX05000137,C007,C067,2025-05-14 14:04:49,1694.72,PIX,Londrina,Londrina,0,0,maio
TX05000138,C095,EXT027,2025-05-13 18:39:28,1592.76,PIX,Londrina,Londrina,0,0,maio
TX05000139,C009,EXT744,2025-05-21 17:09:11,79.38,PIX,Londrina,Londrina,0,0,maio
TX05000140,C146,EXT661,2025-05-30 14:52:07,610.4,Boleto,Assaí,Assaí,0,0,maio
TX05000141,C033,EXT007,2025-05-26 15:30:50,108.14,Boleto,Londrina,Londrina,0,0,maio
TX05000142,C065,EXT189,2025-05-18 07:51:44,537.49,Cartão Débito,Telêmaco Borba,Londrina,0,0,maio
TX05000143,C036,EXT518,2025-05-17 08:03:10,1014.12,Cartão Débito,Londrina,Londrina,0,0,maio
TX05000144,C065,EXT750,2025-05-05 05:44:11,2533.09,PIX,Apucarana,Londrina,0,0,maio
TX05000145,C021,EXT835,2025-05-19 21:13:31,399.11,PIX,Londrina,Londrina,0,0,maio
TX05000146,C080,EXT054,2025-05-06 12:12:44,1171.93,PIX,Londrina,Londrina,0,0,maio
TX05000147,C005,EXT359,2025-05-01 05:06:23,215.89,PIX,Londrina,Londrina,0,0,maio
TX05000148,C143,EXT492,2025-05-13 10:46:46,524.28,DOC,Arapongas,Arapongas,0,0,maio
TX05000149,C054,EXT911,2025-05-28 14:13:00,3530.34,TED,Londrina,Londrina,0,0,maio
TX05000150,C100,EXT383,2025-05-17 01:02:34,1652.28,PIX,Londrina,Londrina,0,0,maio
TX05000151,C061,EXT919,2025-05-11 12:03:13,947.08,PIX,Londrina,Londrina,0,0,maio
TX05000152,C044,EXT288,2025-05-18 09:57:10,347.94,PIX,Londrina,Londrina,0,0,maio
TX05000153,C041,EXT502,2025-05-22 23:50:27,573.07,PIX,Londrina,Londrina,0,0,maio
TX05000154,C110,EXT213,2025-05-21 14:27:58,204.51,Boleto,Jataizinho,Jataizinho,0,0,maio
TX05000155,C116,EXT311,2025-05-23 04:45:05,523.36,PIX,Cambé,Assaí,0,0,maio
TX05000156,C105,EXT917,2025-05-12 04:24:10,195.92,DOC,Londrina,Londrina,0,0,maio
TX05000157,C135,EXT127,2025-05-30 22:22:29,1903.49,PIX,Telêmaco Borba,Telêmaco Borba,0,0,maio
TX05000158,C059,EXT565,2025-05-25 15:25:58,101.05,TED,Londrina,Londrina,0,0,maio
TX05000159,C055,EXT643,2025-05-14 14:10:42,251.98,PIX,Londrina,Londrina,0,0,maio
TX05000160,C127,EXT774,2025-05-31 23:39:26,1409.94,PIX,Cornélio Procópio,Cornélio Procópio,0,0,maio
TX05000161,C115,EXT081,2025-05-31 05:42:15,2793.69,TED,Assaí,Assaí,0,0,maio
TX05000162,C137,EXT740,2025-05-06 14:14:43,4008.97,PIX,Astorga,Astorga,0,0,maio
TX05000163,C093,EXT462,2025-05-07 23:10:15,2169.63,PIX,Londrina,Londrina,0,0,maio
TX05000164,C126,EXT480,2025-05-02 18:02:19,285.1,TED,Ibiporã,Ibiporã,0,0,maio
TX05000165,C082,EXT449,2025-05-16 00:59:42,403.76,PIX,Londrina,Londrina,0,0,maio
TX05000166,C017,C032,2025-05-12 03:21:03,2455.23,PIX,Londrina,Londrina,0,0,maio
TX05000167,C144,EXT297,2025-05-12 16:37:51,2641.48,Cartão Débito,Telêmaco Borba,Jataizinho,0,0,maio
TX05000168,C095,EXT391,2025-05-01 01:06:09,1228.16,PIX,Londrina,Londrina,0,0,maio
TX05000169,C058,EXT668,2025-05-31 09:03:11,451.63,TED,Londrina,Londrina,0,0,maio
TX05000170,C059,EXT919,2025-05-23 10:30:51,304.41,PIX,Londrina,Londrina,0,0,maio
TX05000171,C075,EXT660,2025-05-13 22:24:37,2294.95,PIX,Londrina,Londrina,0,0,maio
TX05000172,C087,EXT990,2025-05-02 10:56:34,275.68,Boleto,Londrina,Londrina,0,0,maio
TX05000173,C109,EXT310,2025-05-04 12:06:38,1300.96,PIX,Arapongas,Arapongas,0,0,maio
TX05000174,C143,EXT653,2025-05-27 07:19:07,4128.67,PIX,Rolândia,Arapongas,0,0,maio
TX05000175,C032,EXT250,2025-05-15 05:34:36,1466.12,PIX,Cambé,Londrina,0,0,maio
TX05000176,C013,EXT659,2025-05-05 20:35:49,357.55,PIX,Londrina,Londrina,0,0,maio
TX05000177,C118,EXT784,2025-05-05 16:25:42,398.39,PIX,Apucarana,Apucarana,0,0,maio
TX05000178,C043,EXT666,2025-05-10 21:41:39,117.0,PIX,Londrina,Londrina,0,0,maio
TX05000179,C087,EXT905,2025-05-26 10:17:57,1390.94,TED,Londrina,Londrina,0,0,maio
TX05000181,C029,EXT428,2025-05-28 06:34:46,277.52,DOC,Londrina,Londrina,0,0,maio
TX05000182,C104,EXT942,2025-05-11 00:08:17,310.01,DOC,Londrina,Londrina,0,0,maio
TX05000183,C083,EXT563,2025-05-28 16:58:18,10.88,Cartão Débito,Londrina,Londrina,0,0,maio
TX05000184,C020,EXT180,2025-05-24 11:54:14,4603.15,PIX,Londrina,Londrina,0,0,maio
TX05000185,C055,C017,2025-05-26 17:12:44,2112.44,TED,Jataizinho,Londrina,0,0,maio
TX05000186,C001,C026,2025-05-13 02:34:13,601.39,PIX,Londrina,Londrina,0,0,maio
TX05000187,C124,EXT557,2025-05-15 01:08:54,3504.52,PIX,Assaí,Assaí,0,0,maio
TX05000188,C031,EXT008,2025-05-28 19:59:38,1356.57,DOC,Londrina,Londrina,0,0,maio
TX05000190,C138,EXT804,2025-05-04 15:34:19,1367.15,TED,Jataizinho,Ibiporã,0,0,maio
TX05000191,C052,EXT510,2025-05-29 18:13:44,1696.89,Boleto,Londrina,Londrina,0,0,maio
TX05000192,C032,EXT984,2025-05-08 08:55:04,224.95,PIX,Londrina,Londrina,0,0,maio
TX05000193,C104,EXT758,2025-05-18 23:10:31,991.73,PIX,Cambé,Londrina,0,0,maio
TX05000194,C026,EXT856,2025-05-11 21:34:01,2271.56,Boleto,Londrina,Londrina,0,0,maio
TX05000195,C020,EXT076,2025-05-30 13:16:57,23.68,TED,Londrina,Londrina,0,0,maio
TX05000196,C035,EXT348,2025-05-04 10:51:33,158.1,TED,Apucarana,Londrina,0,0,maio
TX05000197,C089,EXT920,2025-05-22 03:19:10,338.26,PIX,Londrina,Londrina,0,0,maio
TX05000198,C085,EXT512,2025-05-26 20:43:28,419.0,PIX,Londrina,Londrina,0,0,maio
TX05000199,C127,EXT701,2025-05-08 16:26:11,242.1,TED,Cornélio Procópio,Cornélio Procópio,0,0,maio
TX05000200,C111,EXT543,2025-05-25 21:50:14,1174.85,DOC,Ortigueira,Ortigueira,0,0,maio
TX05000201,C146,EXT008,2025-05-19 22:54:54,417.8,PIX,Assaí,Assaí,0,0,maio
TX05000202,C116,C074,2025-05-05 03:19:58,206.51,PIX,Ibiporã,Assaí,0,0,maio
TX05000203,C135,EXT738,2025-05-11 22:15:22,2835.14,PIX,Telêmaco Borba,Telêmaco Borba,0,0,maio
TX05000204,C020,EXT255,2025-05-13 10:07:42,1425.07,PIX,Londrina,Londrina,0,0,maio
TX05000205,C115,EXT072,2025-05-13 08:55:35,338.93,Boleto,Cornélio Procópio,Assaí,0,0,maio
TX05000206,C134,EXT854,2025-05-16 22:12:14,537.33,PIX,Telêmaco Borba,Telêmaco Borba,0,0,maio
TX05000207,C043,EXT496,2025-05-19 23:49:02,1620.12,DOC,Londrina,Londrina,0,0,maio
TX05000208,C094,EXT154,2025-05-17 23:23:35,1877.99,DOC,Londrina,Londrina,0,0,maio
TX05000209,C060,EXT226,2025-05-28 11:46:01,232.94,PIX,Londrina,Londrina,0,0,maio
TX05000210,C012,EXT084,2025-05-26 18:09:07,3309.5,Boleto,Londrina,Londrina,0,0,maio
TX05000211,C130,EXT369,2025-05-29 11:16:59,1846.06,PIX,Rolândia,Rolândia,0,0,maio
TX05000212,C125,EXT610,2025-05-18 03:36:35,2332.34,PIX,Ortigueira,Jataizinho,0,0,maio
TX05000213,C008,EXT648,2025-05-03 16:18:27,186.38,PIX,Londrina,Londrina,0,0,maio
TX05000214,C096,EXT730,2025-05-18 03:24:01,185.7,Boleto,Londrina,Londrina,0,0,maio
TX05000215,C098,EXT707,2025-05-23 19:43:29,437.25,Boleto,Londrina,Londrina,0,0,maio
TX05000216,C121,EXT255,2025-05-20 11:28:12,80.2,Cartão Débito,Assaí,Assaí,0,0,maio
TX05000217,C082,EXT485,2025-05-05 16:34:33,114.58,Boleto,Londrina,Londrina,0,0,maio
TX05000218,C121,EXT145,2025-05-11 15:11:13,185.47,PIX,Assaí,Assaí,0,0,maio
TX05000219,C098,EXT309,2025-05-06 21:41:01,1495.55,PIX,Londrina,Londrina,0,0,maio
TX05000220,C096,EXT144,2025-05-23 20:41:30,36.84,PIX,Londrina,Londrina,0,0,maio
TX05000221,C066,EXT970,2025-05-12 03:41:54,104.3,Boleto,Ortigueira,Londrina,0,0,maio
TX05000222,C075,C040,2025-05-28 05:14:54,3462.82,PIX,Londrina,Londrina,0,0,maio
TX05000223,C020,EXT921,2025-05-02 07:39:02,104.84,Boleto,Londrina,Londrina,0,0,maio
TX05000224,C043,C040,2025-05-06 05:17:25,925.23,PIX,Londrina,Londrina,0,0,maio
TX05000225,C145,EXT335,2025-05-02 20:28:31,1234.59,PIX,Ibiporã,Ibiporã,0,0,maio
TX05000226,C063,EXT155,2025-05-04 01:09:15,3821.18,PIX,Londrina,Londrina,0,0,maio
TX05000227,C072,EXT797,2025-05-12 20:31:30,2760.74,PIX,Astorga,Londrina,0,0,maio
TX05000228,C119,EXT047,2025-05-23 09:08:19,697.25,PIX,Uraí,Rolândia,0,0,maio
TX05000229,C103,EXT466,2025-05-13 17:27:29,3420.17,PIX,Londrina,Londrina,0,0,maio
TX05000230,C042,C124,2025-05-17 12:39:50,679.32,PIX,Londrina,Londrina,0,0,maio
TX05000231,C031,EXT834,2025-05-20 22:49:34,1330.1,Cartão Débito,Londrina,Londrina,0,0,maio
TX05000232,C003,EXT923,2025-05-12 16:27:55,360.69,PIX,Londrina,Londrina,0,0,maio
TX05000233,C120,EXT075,2025-05-15 06:10:11,1214.85,PIX,Ibiporã,Cambé,0,0,maio
TX05000234,C009,EXT230,2025-05-10 09:41:00,927.12,DOC,Londrina,Londrina,0,0,maio
TX05000235,C063,EXT147,2025-05-14 05:40:29,1120.22,PIX,Londrina,Londrina,0,0,maio
TX05000236,C124,EXT144,2025-05-27 10:07:58,1377.3,DOC,Assaí,Assaí,0,0,maio
TX05000237,C097,EXT247,2025-05-10 11:11:34,228.6,TED,Londrina,Londrina,0,0,maio
TX05000238,C101,EXT693,2025-05-03 19:09:15,430.18,TED,Londrina,Londrina,0,0,maio
TX05000239,C067,EXT008,2025-05-17 19:13:14,1599.27,Cartão Débito,Londrina,Londrina,0,0,maio
TX05000240,C128,EXT405,2025-05-29 00:10:36,214.7,TED,Bandeirantes,Bandeirantes,0,0,maio
TX05000241,C007,C004,2025-05-31 01:35:44,506.35,TED,Londrina,Londrina,0,0,maio
TX05000242,C030,EXT798,2025-05-14 02:19:20,1317.66,PIX,Londrina,Londrina,0,0,maio
TX05000243,C132,EXT436,2025-05-07 00:09:53,3330.01,PIX,Rolândia,Rolândia,0,0,maio
TX05000244,C102,EXT403,2025-05-11 08:16:48,93.94,Cartão Débito,Londrina,Londrina,0,0,maio
TX05000245,C142,EXT653,2025-05-27 00:05:27,872.2,PIX,Arapongas,Arapongas,0,0,maio
TX05000246,C013,EXT679,2025-05-28 23:11:39,102.55,PIX,Londrina,Londrina,0,0,maio
TX05000247,C105,EXT891,2025-05-06 10:27:19,571.96,PIX,Londrina,Londrina,0,0,maio
TX05000248,C128,C074,2025-05-23 05:18:40,231.41,DOC,Bandeirantes,Bandeirantes,0,0,maio
TX05000249,C109,EXT010,2025-05-11 03:22:48,1257.86,DOC,Arapongas,Arapongas,0,0,maio
TX05000250,C090,EXT055,2025-05-26 22:29:13,1701.75,DOC,Londrina,Londrina,0,0,maio
TX05000251,C033,EXT486,2025-05-28 18:56:23,340.98,TED,Londrina,Londrina,0,0,maio
TX05000252,C118,C110,2025-05-08 01:12:34,1497.46,TED,Apucarana,Apucarana,0,0,maio
TX05000253,C086,EXT112,2025-05-08 07:32:22,710.48,Boleto,Londrina,Londrina,0,0,maio
TX05000254,C133,EXT914,2025-05-14 20:56:48,400.19,TED,Ortigueira,Ortigueira,0,0,maio
TX05000255,C037,EXT794,2025-05-30 01:46:52,889.3,PIX,Londrina,Londrina,0,0,maio
TX05000256,C089,EXT619,2025-05-01 04:14:27,572.97,TED,Bandeirantes,Londrina,0,0,maio
TX05000257,C024,EXT256,2025-05-16 16:20:17,313.63,Cartão Débito,Londrina,Londrina,0,0,maio
TX05000258,C141,C028,2025-05-21 18:40:16,1696.87,PIX,Astorga,Bandeirantes,0,0,maio
TX05000259,C096,EXT273,2025-05-05 04:50:19,1916.56,PIX,Londrina,Londrina,0,0,maio
TX05000260,C089,C041,2025-05-12 19:14:40,1933.2,TED,Londrina,Londrina,0,0,maio
TX05000261,C065,C061,2025-05-18 19:23:20,577.8,PIX,Bandeirantes,Londrina,0,0,maio
TX05000262,C049,EXT898,2025-05-01 20:47:15,222.91,Cartão Débito,Londrina,Londrina,0,0,maio
TX05000263,C115,EXT908,2025-05-01 14:07:19,2202.19,TED,Assaí,Assaí,0,0,maio
TX05000264,C013,EXT167,2025-05-13 10:13:18,479.26,TED,Londrina,Londrina,0,0,maio
TX05000265,C113,EXT007,2025-05-29 11:24:42,1654.31,Cartão Débito,Ibiporã,Ibiporã,0,0,maio
