id_transacao,id_cliente_origem,id_cliente_destino,data_transacao,valor,canal,cidade_transacao,cidade_origem,flag_suspeita,flag_fraude_confirmada,mes
TX04000023,C118,EXT453,2025-04-18 22:06:23,795.91,TED,Apucarana,Apucarana,0,0,abril
TX04000024,C119,EXT968,2025-04-01 05:24:29,1414.89,Boleto,Cornélio Procópio,Rolândia,0,0,abril
TX04000025,C083,EXT597,2025-04-05 23:59:26,376.69,TED,Londrina,Londrina,0,0,abril
TX04000026,C111,EXT921,2025-04-09 04:47:32,335.86,Cartão Débito,Cambé,Ortigueira,0,0,abril
TX04000027,C121,EXT256,2025-04-16 08:33:28,221.13,TED,Assaí,Assaí,0,0,abril
TX04000028,C150,EXT417,2025-04-17 02:23:04,296.25,Cartão Débito,Ibiporã,Ibiporã,0,0,abril
TX04000029,C124,EXT820,2025-04-14 19:30:25,980.01,Boleto,Cambé,Assaí,0,0,abril
TX04000030,C082,EXT341,2025-04-05 13:45:14,620.69,DOC,Londrina,Londrina,0,0,abril
TX04000031,C024,EXT807,2025-04-29 16:02:31,80.51,DOC,Londrina,Londrina,0,0,abril
TX04000032,C083,EXT228,2025-04-13 08:34:12,351.5,PIX,Maringá,Londrina,0,0,abril
TX04000033,C006,EXT893,2025-04-28 05:59:57,340.23,PIX,Londrina,Londrina,0,0,abril
TX04000034,C110,EXT286,2025-04-01 15:00:43,1430.07,Boleto,Apucarana,Jataizinho,0,0,abril
TX04000035,C071,EXT410,2025-04-26 00:39:06,1494.88,TED,Maringá,Londrina,0,0,abril
TX04000036,C142,EXT994,2025-04-01 18:32:03,192.32,PIX,Arapongas,Arapongas,0,0,abril
TX04000037,C118,EXT611,2025-04-10 20:40:33,7311.13,PIX,Apucarana,Apucarana,0,0,abril
TX04000038,C112,EXT524,2025-04-30 22:27:33,372.37,PIX,Arapongas,Uraí,0,0,abril
TX04000039,C040,EXT447,2025-04-12 06:01:04,4506.79,PIX,Cornélio Procópio,Londrina,0,0,abril
TX04000040,C097,EXT072,2025-04-17 02:57:01,635.27,Cartão Débito,Uraí,Londrina,0,0,abril
TX04000041,C112,EXT128,2025-04-07 17:49:22,40.33,DOC,Uraí,Uraí,0,0,abril
TX04000042,C094,EXT335,2025-04-09 01:39:40,507.87,PIX,Londrina,Londrina,0,0,abril
TX04000043,C066,EXT681,2025-04-30 03:22:00,1207.3,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000044,C011,EXT309,2025-04-15 23:20:18,1369.97,PIX,Apucarana,Londrina,0,0,abril
TX04000045,C102,EXT805,2025-04-03 00:57:41,908.42,TED,Londrina,Londrina,0,0,abril
TX04000046,C060,EXT692,2025-04-03 10:51:26,712.58,PIX,Londrina,Londrina,0,0,abril
TX04000047,C017,EXT291,2025-04-05 14:35:55,965.95,TED,Londrina,Londrina,0,0,abril
TX04000048,C035,EXT975,2025-04-26 03:47:50,1077.84,DOC,Londrina,Londrina,0,0,abril
TX04000049,C041,EXT151,2025-04-07 05:45:13,101.17,PIX,Londrina,Londrina,0,0,abril
TX04000050,C042,EXT787,2025-04-12 04:13:29,553.78,PIX,Londrina,Londrina,0,0,abril
TX04000051,C015,EXT714,2025-04-30 10:30:06,332.74,PIX,Londrina,Londrina,0,0,abril
TX04000052,C028,EXT006,2025-04-11 22:59:12,1950.31,Boleto,Ibiporã,Londrina,0,0,abril
TX04000053,C003,EXT824,2025-04-22 16:42:47,762.53,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000054,C037,EXT940,2025-04-03 08:09:02,4919.7,Boleto,Londrina,Londrina,0,0,abril
TX04000055,C080,EXT573,2025-04-05 22:29:05,610.64,TED,Jataizinho,Londrina,0,0,abril
TX04000056,C058,EXT929,2025-04-09 23:27:54,2034.2,TED,Bandeirantes,Londrina,0,0,abril
TX04000057,C042,EXT770,2025-04-01 12:01:24,1921.44,PIX,Londrina,Londrina,0,0,abril
TX04000058,C141,EXT245,2025-04-23 10:20:34,196.04,PIX,Bandeirantes,Bandeirantes,0,0,abril
TX04000059,C102,EXT344,2025-04-16 20:18:18,851.62,PIX,Londrina,Londrina,0,0,abril
TX04000060,C147,EXT393,2025-04-10 14:38:25,1428.13,TED,Bandeirantes,Bandeirantes,0,0,abril
TX04000061,C105,EXT339,2025-04-12 13:19:19,2345.35,TED,Londrina,Londrina,0,0,abril
TX04000062,C067,EXT399,2025-04-06 12:22:15,473.36,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000063,C032,EXT784,2025-04-21 07:15:59,298.52,TED,Londrina,Londrina,0,0,abril
TX04000064,C099,EXT400,2025-04-02 11:01:40,1490.22,Boleto,Astorga,Londrina,0,0,abril
TX04000065,C104,EXT560,2025-04-10 16:41:34,1989.73,DOC,Jataizinho,Londrina,0,0,abril
TX04000066,C029,EXT498,2025-04-16 15:42:05,514.48,PIX,Londrina,Londrina,0,0,abril
TX04000067,C073,EXT861,2025-04-05 04:37:34,121.35,PIX,Londrina,Londrina,0,0,abril
TX04000068,C131,EXT404,2025-04-06 04:30:19,3386.6,TED,Maringá,Maringá,0,0,abril
TX04000069,C128,EXT139,2025-04-13 06:35:57,608.14,Boleto,Bandeirantes,Bandeirantes,0,0,abril
TX04000070,C096,EXT217,2025-04-04 11:22:26,875.15,PIX,Londrina,Londrina,0,0,abril
TX04000071,C014,EXT975,2025-04-27 19:21:47,2182.05,Boleto,Londrina,Londrina,0,0,abril
TX04000072,C030,EXT768,2025-04-29 20:56:01,1351.27,TED,Maringá,Londrina,0,0,abril
TX04000073,C041,EXT800,2025-04-21 15:31:29,1594.61,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000074,C142,C067,2025-04-30 12:18:23,281.46,Boleto,Arapongas,Arapongas,0,0,abril
TX04000075,C025,EXT686,2025-04-15 06:20:46,935.62,PIX,Jataizinho,Londrina,0,0,abril
TX04000076,C040,EXT172,2025-04-19 12:20:24,1428.02,TED,Bandeirantes,Londrina,0,0,abril
TX04000077,C031,EXT168,2025-04-06 07:13:50,311.38,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000078,C065,C093,2025-04-26 08:42:01,230.78,TED,Astorga,Londrina,0,0,abril
TX04000079,C097,EXT708,2025-04-30 04:56:12,4832.14,Boleto,Londrina,Londrina,0,0,abril
TX04000080,C054,EXT615,2025-04-04 17:26:23,872.38,Boleto,Londrina,Londrina,0,0,abril
TX04000081,C021,EXT356,2025-04-02 02:27:10,362.67,TED,Londrina,Londrina,0,0,abril
TX04000082,C070,EXT350,2025-04-14 22:34:02,6704.38,PIX,Londrina,Londrina,0,0,abril
TX04000083,C089,EXT984,2025-04-22 23:38:58,4037.35,PIX,Jataizinho,Londrina,0,0,abril
TX04000084,C033,EXT752,2025-04-06 16:45:50,980.53,TED,Londrina,Londrina,0,0,abril
TX04000085,C104,EXT477,2025-04-25 10:39:59,2570.97,PIX,Londrina,Londrina,0,0,abril
TX04000086,C048,EXT252,2025-04-27 16:49:52,250.95,Boleto,Londrina,Londrina,0,0,abril
TX04000087,C140,EXT476,2025-04-22 05:21:04,392.33,TED,Ortigueira,Ortigueira,0,0,abril
TX04000088,C115,EXT872,2025-04-18 09:20:56,1446.2,PIX,Assaí,Assaí,0,0,abril
TX04000089,C099,EXT349,2025-04-12 01:32:22,2250.13,PIX,Londrina,Londrina,0,0,abril
TX04000090,C114,EXT530,2025-04-24 19:31:37,2328.24,Cartão Débito,Telêmaco Borba,Telêmaco Borba,0,0,abril
TX04000091,C137,EXT777,2025-04-28 17:36:26,622.04,PIX,Astorga,Astorga,0,0,abril
TX04000092,C089,EXT018,2025-04-27 04:19:12,2624.65,PIX,Londrina,Londrina,0,0,abril
TX04000093,C026,EXT596,2025-04-24 13:05:10,2283.99,PIX,Londrina,Londrina,0,0,abril
TX04000094,C044,EXT764,2025-04-10 10:26:32,3291.82,TED,Londrina,Londrina,0,0,abril
TX04000095,C062,EXT258,2025-04-16 18:20:19,1846.44,PIX,Londrina,Londrina,0,0,abril
TX04000096,C112,EXT549,2025-04-10 23:07:03,1326.72,Cartão Débito,Uraí,Uraí,0,0,abril
TX04000097,C110,EXT496,2025-04-21 18:06:31,1042.96,PIX,Jataizinho,Jataizinho,0,0,abril
TX04000098,C002,EXT103,2025-04-30 07:05:04,558.8,Boleto,Londrina,Londrina,0,0,abril
TX04000099,C084,EXT015,2025-04-09 22:24:20,3378.76,DOC,Londrina,Londrina,0,0,abril
TX04000100,C013,C122,2025-04-21 03:00:48,4364.17,PIX,Assaí,Londrina,0,0,abril
TX04000101,C089,EXT013,2025-04-23 17:50:38,400.76,TED,Londrina,Londrina,0,0,abril
TX04000102,C051,EXT989,2025-04-09 17:15:32,437.24,PIX,Jataizinho,Londrina,0,0,abril
TX04000103,C031,EXT411,2025-04-18 09:00:10,797.74,PIX,Londrina,Londrina,0,0,abril
TX04000104,C010,EXT831,2025-04-03 14:50:08,713.97,TED,Londrina,Londrina,0,0,abril
TX04000105,C024,EXT783,2025-04-17 09:17:37,6234.36,PIX,Londrina,Londrina,0,0,abril
TX04000106,C041,EXT390,2025-04-20 07:35:13,232.19,PIX,Londrina,Londrina,0,0,abril
TX04000107,C064,EXT636,2025-04-18 19:58:34,21.89,PIX,Ibiporã,Londrina,0,0,abril
TX04000108,C001,EXT271,2025-04-23 21:24:33,817.21,TED,Londrina,Londrina,0,0,abril
TX04000109,C011,EXT161,2025-04-28 20:50:43,236.42,PIX,Londrina,Londrina,0,0,abril
TX04000110,C092,EXT238,2025-04-15 03:35:26,547.74,PIX,Londrina,Londrina,0,0,abril
TX04000111,C062,EXT240,2025-04-17 13:32:06,1635.89,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000112,C097,EXT558,2025-04-08 04:26:45,1531.59,PIX,Londrina,Londrina,0,0,abril
TX04000113,C048,EXT074,2025-04-10 14:12:07,441.91,PIX,Londrina,Londrina,0,0,abril
TX04000114,C072,C051,2025-04-02 03:54:57,938.48,PIX,Londrina,Londrina,0,0,abril
TX04000115,C073,C058,2025-04-08 21:01:51,853.12,TED,Londrina,Londrina,0,0,abril
TX04000116,C111,EXT753,2025-04-28 15:34:23,1213.82,PIX,Ortigueira,Ortigueira,0,0,abril
TX04000117,C129,EXT691,2025-04-04 05:14:06,345.96,Boleto,Jataizinho,Jataizinho,0,0,abril
TX04000118,C032,C098,2025-04-12 06:34:10,1069.54,TED,Londrina,Londrina,0,0,abril
TX04000119,C011,EXT668,2025-04-16 06:33:55,4629.77,PIX,Londrina,Londrina,0,0,abril
TX04000120,C103,EXT834,2025-04-11 07:29:18,800.37,PIX,Londrina,Londrina,0,0,abril
TX04000121,C071,EXT329,2025-04-27 19:00:18,2838.61,TED,Maringá,Londrina,0,0,abril
TX04000122,C007,EXT296,2025-04-04 19:41:24,683.83,TED,Londrina,Londrina,0,0,abril
TX04000123,C088,EXT091,2025-04-18 08:11:14,517.08,PIX,Londrina,Londrina,0,0,abril
TX04000124,C073,EXT845,2025-04-10 05:59:34,1243.11,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000125,C100,EXT056,2025-04-16 21:56:02,1326.49,PIX,Londrina,Londrina,0,0,abril
TX04000126,C125,EXT779,2025-04-26 02:12:50,2395.6,PIX,Jataizinho,Jataizinho,0,0,abril
TX04000127,C012,C116,2025-04-11 23:21:14,313.93,Boleto,Londrina,Londrina,0,0,abril
TX04000128,C142,C026,2025-04-02 03:03:48,829.84,DOC,Arapongas,Arapongas,0,0,abril
TX04000129,C079,EXT096,2025-04-25 09:59:47,1018.37,PIX,Ibiporã,Londrina,0,0,abril
TX04000130,C080,C033,2025-04-28 04:36:06,1756.09,PIX,Londrina,Londrina,0,0,abril
TX04000131,C145,EXT426,2025-04-15 07:35:33,53.5,Boleto,Arapongas,Ibiporã,0,0,abril
TX04000132,C062,EXT393,2025-04-11 08:58:52,6254.68,PIX,Londrina,Londrina,0,0,abril
TX04000133,C043,EXT283,2025-04-22 08:44:37,761.73,DOC,Maringá,Londrina,0,0,abril
TX04000134,C058,EXT003,2025-04-20 19:07:07,393.47,PIX,Londrina,Londrina,0,0,abril
TX04000135,C093,C089,2025-04-20 15:56:57,2579.78,Boleto,Londrina,Londrina,0,0,abril
TX04000136,C091,EXT566,2025-04-08 06:31:24,1652.65,DOC,Londrina,Londrina,0,0,abril
TX04000137,C036,EXT715,2025-04-08 22:57:54,3670.97,PIX,Londrina,Londrina,0,0,abril
TX04000138,C007,EXT763,2025-04-10 10:10:01,481.92,PIX,Astorga,Londrina,0,0,abril
TX04000139,C120,C005,2025-04-11 00:58:46,965.61,PIX,Cambé,Cambé,0,0,abril
TX04000140,C022,C078,2025-04-02 23:27:25,1019.18,Boleto,Jataizinho,Londrina,0,0,abril
TX04000141,C146,EXT468,2025-04-22 19:10:16,4714.49,PIX,Assaí,Assaí,0,0,abril
TX04000142,C033,EXT801,2025-04-01 12:56:20,94.0,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000143,C018,EXT873,2025-04-19 02:51:16,437.82,PIX,Londrina,Londrina,0,0,abril
TX04000144,C131,EXT325,2025-04-09 21:47:37,254.22,TED,Jataizinho,Maringá,0,0,abril
TX04000145,C100,EXT071,2025-04-03 20:04:43,375.15,PIX,Londrina,Londrina,0,0,abril
TX04000146,C102,C129,2025-04-13 01:01:17,796.96,PIX,Londrina,Londrina,0,0,abril
TX04000147,C146,EXT711,2025-04-14 08:27:39,559.57,PIX,Assaí,Assaí,0,0,abril
TX04000148,C081,EXT301,2025-04-18 23:22:30,602.42,PIX,Londrina,Londrina,0,0,abril
TX04000149,C026,EXT580,2025-04-02 17:08:39,2231.12,TED,Londrina,Londrina,0,0,abril
TX04000150,C011,EXT892,2025-04-13 12:42:08,3191.4,PIX,Londrina,Londrina,0,0,abril
TX04000151,C125,C052,2025-04-02 15:16:44,87.62,PIX,Jataizinho,Jataizinho,0,0,abril
TX04000152,C148,EXT010,2025-04-14 10:01:33,281.23,Boleto,Ortigueira,Ortigueira,0,0,abril
TX04000153,C102,EXT162,2025-04-21 02:54:21,1334.56,PIX,Uraí,Londrina,0,0,abril
TX04000154,C149,EXT435,2025-04-23 15:39:59,533.01,TED,Jataizinho,Jataizinho,0,0,abril
TX04000155,C054,EXT394,2025-04-29 19:19:34,351.9,Boleto,Londrina,Londrina,0,0,abril
TX04000156,C014,EXT589,2025-04-14 09:23:48,419.96,PIX,Londrina,Londrina,0,0,abril
TX04000157,C032,C039,2025-04-04 05:51:44,467.3,PIX,Londrina,Londrina,0,0,abril
TX04000158,C037,C022,2025-04-30 14:42:00,2265.95,Boleto,Telêmaco Borba,Londrina,0,0,abril
TX04000159,C045,EXT361,2025-04-27 21:48:31,176.28,PIX,Londrina,Londrina,0,0,abril
TX04000160,C095,EXT739,2025-04-12 17:21:14,1480.95,DOC,Londrina,Londrina,0,0,abril
TX04000161,C147,EXT926,2025-04-10 05:32:10,965.75,TED,Bandeirantes,Bandeirantes,0,0,abril
TX04000162,C051,EXT374,2025-04-01 02:05:53,422.04,DOC,Londrina,Londrina,0,0,abril
TX04000163,C085,EXT426,2025-04-04 05:54:41,653.22,PIX,Londrina,Londrina,0,0,abril
TX04000164,C100,EXT375,2025-04-16 11:34:03,355.19,TED,Ortigueira,Londrina,0,0,abril
TX04000165,C087,EXT845,2025-04-03 18:06:59,1134.6,Cartão Débito,Apucarana,Londrina,0,0,abril
TX04000166,C115,EXT480,2025-04-21 10:29:52,102.14,Cartão Débito,Assaí,Assaí,0,0,abril
TX04000167,C041,EXT742,2025-04-18 01:50:08,6.24,TED,Londrina,Londrina,0,0,abril
TX04000168,C122,EXT810,2025-04-19 03:45:27,1186.29,PIX,Assaí,Assaí,0,0,abril
TX04000169,C016,EXT689,2025-04-26 09:42:04,259.21,DOC,Londrina,Londrina,0,0,abril
TX04000170,C014,EXT963,2025-04-27 00:44:44,88.3,PIX,Londrina,Londrina,0,0,abril
TX04000171,C092,EXT906,2025-04-12 05:19:32,606.58,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000172,C029,EXT651,2025-04-13 12:59:36,62.52,Boleto,Apucarana,Londrina,0,0,abril
TX04000173,C137,EXT047,2025-04-27 13:49:37,2612.38,Cartão Débito,Astorga,Astorga,0,0,abril
TX04000174,C108,EXT241,2025-04-19 04:41:46,33.61,Boleto,Astorga,Astorga,0,0,abril
TX04000175,C062,EXT973,2025-04-28 11:26:34,1037.76,DOC,Astorga,Londrina,0,0,abril
TX04000176,C033,EXT671,2025-04-10 11:45:30,692.52,PIX,Londrina,Londrina,0,0,abril
TX04000177,C137,C034,2025-04-30 00:48:50,1337.79,PIX,Astorga,Astorga,0,0,abril
TX04000178,C116,EXT242,2025-04-10 05:55:45,477.27,Boleto,Assaí,Assaí,0,0,abril
TX04000179,C136,EXT661,2025-04-26 12:25:16,202.16,PIX,Cornélio Procópio,Cornélio Procópio,0,0,abril
TX04000180,C076,C148,2025-04-03 15:44:07,4810.3,PIX,Londrina,Londrina,0,0,abril
TX04000181,C032,EXT342,2025-04-30 20:59:48,2191.13,PIX,Londrina,Londrina,0,0,abril
TX04000182,C021,EXT850,2025-04-06 23:09:24,2362.81,DOC,Londrina,Londrina,0,0,abril
TX04000183,C068,EXT239,2025-04-12 09:11:41,345.62,PIX,Londrina,Londrina,0,0,abril
TX04000184,C074,EXT149,2025-04-13 12:10:39,47.53,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000185,C011,EXT888,2025-04-21 17:55:26,433.62,PIX,Londrina,Londrina,0,0,abril
TX04000186,C124,EXT017,2025-04-25 14:27:57,924.25,PIX,Assaí,Assaí,0,0,abril
TX04000187,C101,EXT764,2025-04-18 17:49:17,474.59,PIX,Londrina,Londrina,0,0,abril
TX04000188,C084,EXT112,2025-04-16 07:44:43,2111.4,PIX,Londrina,Londrina,0,0,abril
TX04000189,C013,EXT931,2025-04-27 10:27:19,380.19,Boleto,Londrina,Londrina,0,0,abril
TX04000190,C148,EXT032,2025-04-18 22:24:16,4031.55,PIX,Ortigueira,Ortigueira,0,0,abril
TX04000191,C039,EXT111,2025-04-05 09:00:29,733.36,PIX,Ibiporã,Londrina,0,0,abril
TX04000192,C030,EXT152,2025-04-05 00:46:55,2214.37,PIX,Londrina,Londrina,0,0,abril
TX04000193,C103,EXT333,2025-04-07 13:21:02,259.37,PIX,Londrina,Londrina,0,0,abril
TX04000194,C085,EXT620,2025-04-04 03:55:34,635.92,PIX,Londrina,Londrina,0,0,abril
TX04000195,C031,EXT667,2025-04-22 19:32:42,1442.82,Boleto,Londrina,Londrina,0,0,abril
TX04000196,C068,EXT910,2025-04-20 23:52:49,178.69,PIX,Londrina,Londrina,0,0,abril
TX04000197,C062,EXT748,2025-04-22 21:19:42,170.91,PIX,Londrina,Londrina,0,0,abril
TX04000198,C040,EXT157,2025-04-26 08:57:52,4189.49,TED,Londrina,Londrina,0,0,abril
TX04000199,C129,EXT096,2025-04-18 02:00:16,1504.62,PIX,Jataizinho,Jataizinho,0,0,abril
TX04000200,C090,EXT570,2025-04-26 14:20:27,50.32,PIX,Cornélio Procópio,Londrina,0,0,abril
TX04000201,C078,EXT421,2025-04-22 00:15:27,610.63,PIX,Londrina,Londrina,0,0,abril
TX04000202,C003,EXT739,2025-04-14 18:57:22,681.98,PIX,Londrina,Londrina,0,0,abril
TX04000203,C094,EXT592,2025-04-28 23:07:03,1635.29,TED,Londrina,Londrina,0,0,abril
TX04000204,C091,EXT111,2025-04-03 12:22:22,346.6,PIX,Londrina,Londrina,0,0,abril
TX04000205,C031,EXT588,2025-04-18 09:44:50,244.5,PIX,Londrina,Londrina,0,0,abril
TX04000206,C150,C122,2025-04-09 10:53:06,101.2,PIX,Ortigueira,Ibiporã,0,0,abril
TX04000207,C048,EXT280,2025-04-21 17:49:28,671.0,DOC,Londrina,Londrina,0,0,abril
TX04000208,C115,EXT186,2025-04-25 15:33:02,1399.63,Boleto,Assaí,Assaí,0,0,abril
TX04000209,C039,EXT759,2025-04-18 06:59:43,71.95,TED,Londrina,Londrina,0,0,abril
TX04000210,C053,EXT430,2025-04-09 12:23:47,2961.15,PIX,Londrina,Londrina,0,0,abril
TX04000211,C094,EXT796,2025-04-09 13:58:29,700.83,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000212,C010,EXT773,2025-04-06 05:40:21,328.99,TED,Londrina,Londrina,0,0,abril
TX04000213,C098,EXT435,2025-04-16 10:05:56,118.29,PIX,Londrina,Londrina,0,0,abril
TX04000214,C098,EXT525,2025-04-07 10:42:32,242.34,PIX,Londrina,Londrina,0,0,abril
TX04000215,C139,EXT608,2025-04-07 09:13:36,3272.94,PIX,Maringá,Maringá,0,0,abril
TX04000216,C013,EXT614,2025-04-28 14:44:02,1220.23,PIX,Londrina,Londrina,0,0,abril
TX04000217,C123,EXT783,2025-04-26 11:55:32,872.53,PIX,Ortigueira,Ortigueira,0,0,abril
TX04000218,C019,EXT441,2025-04-09 23:17:19,1284.42,PIX,Londrina,Londrina,0,0,abril
TX04000219,C045,EXT854,2025-04-21 01:40:49,686.55,TED,Londrina,Londrina,0,0,abril
TX04000220,C018,EXT044,2025-04-13 03:51:29,1571.37,PIX,Londrina,Londrina,0,0,abril
TX04000221,C133,EXT590,2025-04-16 21:53:14,58.67,PIX,Ortigueira,Ortigueira,0,0,abril
TX04000222,C113,EXT415,2025-04-08 11:12:10,1001.76,PIX,Ibiporã,Ibiporã,0,0,abril
TX04000223,C148,EXT942,2025-04-21 07:05:34,207.29,PIX,Ortigueira,Ortigueira,0,0,abril
TX04000224,C144,EXT604,2025-04-21 09:05:59,153.62,PIX,Jataizinho,Jataizinho,0,0,abril
TX04000225,C094,EXT227,2025-04-27 20:07:16,502.04,PIX,Londrina,Londrina,0,0,abril
TX04000226,C145,EXT544,2025-04-12 10:15:56,115.55,TED,Maringá,Ibiporã,0,0,abril
TX04000227,C071,EXT839,2025-04-03 15:05:07,118.67,TED,Londrina,Londrina,0,0,abril
TX04000228,C109,EXT203,2025-04-01 11:22:47,447.74,PIX,Arapongas,Arapongas,0,0,abril
TX04000229,C133,EXT792,2025-04-01 00:09:39,4665.41,TED,Ortigueira,Ortigueira,0,0,abril
TX04000230,C021,EXT460,2025-04-27 19:33:41,231.33,TED,Assaí,Londrina,0,0,abril
TX04000231,C036,EXT643,2025-04-24 20:23:50,20.77,PIX,Londrina,Londrina,0,0,abril
TX04000232,C092,EXT311,2025-04-09 00:21:37,1729.48,DOC,Londrina,Londrina,0,0,abril
TX04000233,C099,EXT318,2025-04-18 02:21:53,1973.54,PIX,Londrina,Londrina,0,0,abril
TX04000234,C136,EXT079,2025-04-30 17:03:25,510.14,TED,Ibiporã,Cornélio Procópio,0,0,abril
TX04000235,C058,EXT595,2025-04-21 08:11:30,749.85,TED,Londrina,Londrina,0,0,abril
TX04000236,C111,EXT830,2025-04-24 18:43:25,1259.01,TED,Ortigueira,Ortigueira,0,0,abril
TX04000237,C042,EXT981,2025-04-09 09:10:49,59.1,PIX,Londrina,Londrina,0,0,abril
TX04000238,C008,C128,2025-04-19 00:24:38,3574.55,TED,Londrina,Londrina,0,0,abril
TX04000239,C024,EXT450,2025-04-11 13:06:54,2613.05,TED,Londrina,Londrina,0,0,abril
TX04000240,C135,EXT290,2025-04-18 06:12:25,362.78,PIX,Telêmaco Borba,Telêmaco Borba,0,0,abril
TX04000241,C010,EXT663,2025-04-14 16:25:08,18.51,PIX,Londrina,Londrina,0,0,abril
TX04000242,C122,EXT291,2025-04-21 14:37:52,3251.52,PIX,Uraí,Assaí,0,0,abril
TX04000243,C005,EXT597,2025-04-07 16:54:50,834.27,TED,Apucarana,Londrina,0,0,abril
TX04000244,C004,EXT726,2025-04-03 10:27:50,930.21,Cartão Débito,Londrina,Londrina,0,0,abril
TX04000245,C009,EXT337,2025-04-13 16:42:38,1382.28,Boleto,Londrina,Londrina,0,0,abril
TX04000246,C002,EXT687,2025-04-28 15:25:51,1148.07,PIX,Londrina,Londrina,0,0,abril
TX04000247,C084,EXT974,2025-04-12 05:39:10,3456.56,PIX,Jataizinho,Londrina,0,0,abril
TX04000248,C110,EXT141,2025-04-02 22:14:00,3464.29,PIX,Jataizinho,Jataizinho,0,0,abril
TX04000249,C146,EXT553,2025-04-08 19:27:02,2422.68,Boleto,Cambé,Assaí,0,0,abril
TX04000250,C115,EXT633,2025-04-28 22:50:35,1214.05,PIX,Assaí,Assaí,0,0,abril
TX04000251,C086,EXT710,2025-04-20 19:24:42,1937.03,DOC,Rolândia,Londrina,0,0,abril
TX04000252,C051,EXT374,2025-04-06 09:58:53,1356.75,TED,Londrina,Londrina,0,0,abril
TX04000253,C116,EXT771,2025-04-14 21:09:41,1022.2,DOC,Assaí,Assaí,0,0,abril
TX04000254,C131,EXT989,2025-04-22 08:09:31,165.05,Boleto,Maringá,Maringá,0,0,abril
TX04000255,C110,EXT970,2025-04-23 19:10:14,2000.51,TED,Jataizinho,Jataizinho,0,0,abril
TX04000256,C139,EXT515,2025-04-26 05:59:35,2062.03,TED,Ortigueira,Maringá,0,0,abril
TX04000257,C106,EXT142,2025-04-14 14:22:04,1180.01,Boleto,Maringá,Maringá,0,0,abril
TX04000258,C091,EXT568,2025-04-15 15:26:42,2060.61,Cartão Débito,Londrina,Londrina,0,0,abril
